vol -f analyse-memoire.dmp windows.pstree

Volatility 3 Framework 2.11.0
Progress:  100.00		PDB scanning finished                                
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 2228	800	svchost.exe	0xa50a272d3300	3	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc	C:\Windows\system32\svchost.exe
** 2996	800	svchost.exe	0xa50a274cb080	3	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks	C:\Windows\System32\svchost.exe
** 7860	800	svchost.exe	0xa50a298b52c0	2	-	0	False	2025-04-01 22:11:04.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s BthAvctpSvc	C:\Windows\system32\svchost.exe
** 5432	800	svchost.exe	0xa50a290670c0	7	-	1	False	2025-04-01 22:10:55.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc	C:\Windows\system32\svchost.exe
** 1724	800	svchost.exe	0xa50a270a6280	5	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain	C:\Windows\system32\svchost.exe
** 2240	800	svchost.exe	0xa50a272d4080	3	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
** 1220	800	svchost.exe	0xa50a26304300	6	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog	C:\Windows\System32\svchost.exe
** 1348	800	svchost.exe	0xa50a26341240	6	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule	C:\Windows\system32\svchost.exe
*** 4576	1348	taskhostw.exe	0xa50a1f92b080	8	-	1	False	2025-04-01 22:10:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\taskhostw.exe	taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}	C:\Windows\system32\taskhostw.exe
** 1732	800	svchost.exe	0xa50a270a82c0	4	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s EventSystem	C:\Windows\system32\svchost.exe
** 1860	800	svchost.exe	0xa50a270ea240	2	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s SENS	C:\Windows\system32\svchost.exe
** 1988	800	svchost.exe	0xa50a271f32c0	4	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s FontCache	C:\Windows\system32\svchost.exe
** 2248	800	svchost.exe	0xa50a272d5080	10	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkService -p -s Dnscache	C:\Windows\system32\svchost.exe
** 2940	800	svchost.exe	0xa50a27537080	12	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Winmgmt	C:\Windows\system32\svchost.exe
** 3012	800	MpDefenderCore	0xa50a27539080	8	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25020.1009-0\MpDefenderCoreService.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25020.1009-0\MpDefenderCoreService.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25020.1009-0\MpDefenderCoreService.exe
** 1356	800	svchost.exe	0xa50a263432c0	4	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s nsi	C:\Windows\system32\svchost.exe
** 1484	800	svchost.exe	0xa50a26347080	6	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp	C:\Windows\system32\svchost.exe
** 3908	800	svchost.exe	0xa50a27baf2c0	4	-	0	False	2025-04-01 22:10:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalService -p -s LicenseManager	C:\Windows\System32\svchost.exe
** 1744	800	svchost.exe	0xa50a270a7080	3	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p -s Themes	C:\Windows\System32\svchost.exe
** 2000	800	svchost.exe	0xa50a271f5280	2	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder	C:\Windows\System32\svchost.exe
** 2256	800	svchost.exe	0xa50a272d82c0	5	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 3024	800	svchost.exe	0xa50a274d5080	3	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s WpnService	C:\Windows\system32\svchost.exe
** 3452	800	svchost.exe	0xa50a27775240	2	-	0	False	2025-04-01 22:10:47.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k appmodel -p -s StateRepository	C:\Windows\system32\svchost.exe
** 8280	800	SecurityHealth	0xa50a29d7e080	7	-	0	False	2025-04-01 22:11:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe
** 4960	800	svchost.exe	0xa50a27f1c2c0	7	-	0	False	2025-04-01 22:10:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s CDPSvc	C:\Windows\system32\svchost.exe
** 3172	800	svchost.exe	0xa50a27c08080	4	-	0	False	2025-04-01 22:10:50.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s TokenBroker	C:\Windows\system32\svchost.exe
** 4452	800	svchost.exe	0xa50a1f977080	5	-	1	False	2025-04-01 22:10:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc	C:\Windows\system32\svchost.exe
** 2920	800	svchost.exe	0xa50a275262c0	2	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p	C:\Windows\system32\svchost.exe
** 5352	800	svchost.exe	0xa50a293ed240	1	-	0	False	2025-04-01 22:10:57.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s lfsvc	C:\Windows\system32\svchost.exe
** 1516	800	svchost.exe	0xa50a263c1240	4	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s UserManager	C:\Windows\system32\svchost.exe
*** 4412	1516	sihost.exe	0xa50a27a162c0	10	-	1	False	2025-04-01 22:10:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\sihost.exe	sihost.exe	C:\Windows\system32\sihost.exe
** 508	800	svchost.exe	0xa50a261d62c0	8	-	0	False	2025-04-01 22:10:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k RPCSS -p	C:\Windows\system32\svchost.exe
** 7660	800	NisSrv.exe	0xa50a29f9d080	3	-	0	False	2025-04-01 22:11:08.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25020.1009-0\NisSrv.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25020.1009-0\NisSrv.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25020.1009-0\NisSrv.exe
** 1648	800	svchost.exe	0xa50a27079300	4	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p -s NlaSvc	C:\Windows\System32\svchost.exe
** 2928	800	svchost.exe	0xa50a2752d080	10	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k utcsvc -p	C:\Windows\System32\svchost.exe
*** 4316	2928	AggregatorHost	0xa50a1f99b080	3	-	0	False	2025-04-01 22:10:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\AggregatorHost.exe	AggregatorHost.exe	C:\Windows\System32\AggregatorHost.exe
** 4720	800	svchost.exe	0xa50a2794b280	4	-	0	False	2025-04-01 22:10:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService	C:\Windows\System32\svchost.exe
*** 4848	4720	ctfmon.exe	0xa50a27f062c0	13	-	1	False	2025-04-01 22:10:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\ctfmon.exe	"ctfmon.exe"	C:\Windows\system32\ctfmon.exe
** 5108	800	svchost.exe	0xa50a27fe5300	5	-	0	False	2025-04-01 22:10:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc	C:\Windows\System32\svchost.exe
** 2040	800	MsMpEng.exe	0xa50a27564340	34	-	0	False	2025-04-01 22:10:46.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25020.1009-0\MsMpEng.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25020.1009-0\MsMpEng.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25020.1009-0\MsMpEng.exe
** 1404	800	svchost.exe	0xa50a2634c080	3	-	0	False	2025-04-01 22:10:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s ProfSvc	C:\Windows\system32\svchost.exe
* 824	656	lsass.exe	0xa50a260df080	8	-	0	False	2025-04-01 22:10:43.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\lsass.exe	C:\Windows\system32\lsass.exe	C:\Windows\system32\lsass.exe
* 960	656	fontdrvhost.ex	0xa50a26149080	5	-	0	False	2025-04-01 22:10:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
